(Index, Key, Element)
(48632,272233,R)
(48633,244291,r)
(48634,295659,r)
(48635,293810,%)
(48636,295837,")
(48637,261651,")
(48638,272612,.)
(48639,283988,<)
(48640,281710,t)
(48641,240922,$)
(48642,245007,n)
(48643,292628,W)
(48644,198661,K)
(48645,233441,S)
(48646,210663,l)
(48647,256967,U)
(48648,238578,K)
(48649,238993,P)
(48650,253784,")
(48651,183221,x)
(48652,217334,w)
(48653,208097,3)
(48654,192316,b)
(48655,191922,h)
(48656,235815,s)
(48657,284375,`)
(48658,259108,L)
(48659,257735,()
(48660,255369,p)
(48661,244021,n)
(48662,283457,F)
(48663,261714,7)
(48664,265002,j)
(48665,164703,Z)
(48666,169229,M)
(48667,190818,K)
(48668,186734,s)
(48669,225214,U)
(48670,265694,B)
(48671,280188,$)
(48672,245645,v)
(48673,259331,#)
(48674,282786,C)
(48675,249285,p)
(48676,236974,,)
(48677,251095,C)
(48678,289495,Q)
(48679,280111,2)
(48680,221461,9)
(48681,285878,;)
(48682,236339,,)
(48683,246045,@)
(48684,260577,")
(48685,278238,_)
(48686,257675,q)
(48687,288906,f)
(48688,274462,Z)
(48689,289657,T)
(48690,289784,p)
(48691,277319,P)
(48692,289890,7)
(48693,248788,,)
(48694,291484,D)
(48695,235228,J)
(48696,232183,M)
(48697,293697,l)
(48698,204441,{)
(48699,282767,3)
(48700,271168,#)
(48701,251535,#)
(48702,236347,w)
(48703,268088,V)
(48704,263900,c)
(48705,245214,()
(48706,260725,')
(48707,259950,#)
(48708,249986,q)
(48709,183268,8)
(48710,234268,0)
(48711,182483,D)
(48712,186047,r)
(48713,256729,n)
(48714,244512,?)
(48715,208663,9)
(48716,220256,5)
(48717,280037,;)
(48718,253644,V)
(48719,222101,%)
(48720,261494,t)
(48721,287238,+)
(48722,237698,g)
(48723,252706,))
(48724,234253,|)
(48725,285183,Z)
(48726,210241,D)
(48727,268394,1)
(48728,269917,s)
(48729,257953,X)
(48730,217108,})
(48731,272153,X)
(48732,280568,H)
(48733,231063,')
(48734,240685,a)
(48735,270418,0)
(48736,272819,;)
(48737,223091,%)
(48738,189931,U)
(48739,231696,?)
(48740,228986,S)
(48741,251005,r)
(48742,235869,))
(48743,187448,P)
(48744,180105,j)
(48745,203417,F)
(48746,278863,G)
(48747,234925,-)
(48748,225686,V)
(48749,273804,G)
(48750,194375,P)
(48751,286821,9)
(48752,263826,r)
(48753,280091,|)
(48754,277102,`)
(48755,253482,.)
(48756,236095,\)
(48757,248395,?)
(48758,260389,J)
(48759,262379,,)
(48760,236865,i)
(48761,176723,H)
(48762,282386,Q)
(48763,193592,?)
(48764,274378,G)
(48765,234930,E)
(48766,282435,5)
(48767,279835,m)
(48768,277147,6)
(48769,206801,;)
(48770,280741,h)
(48771,281957,s)
(48772,268272,i)
(48773,289191,4)
(48774,284340,q)
(48775,237722,%)
(48776,214850,3)
(48777,192015,E)
(48778,214128,))
(48779,275390,B)
(48780,293541,B)
(48781,216597,h)
(48782,277031,&)
(48783,275042,^)
(48784,255200,v)
(48785,225696,A)
(48786,271303,+)
(48787,251398,()
(48788,249527,3)
(48789,232201,1)
(48790,293255,?)
(48791,228781,\)
(48792,267502,X)
(48793,235577,Z)
(48794,239954,D)
(48795,285447,n)
(48796,291311,C)
(48797,247223,u)
(48798,250412,v)
(48799,229591,h)
(48800,269360,L)
(48801,229222,g)
(48802,242293,&)
(48803,215273,-)
(48804,266736,0)
(48805,206198,E)
(48806,261627,@)
(48807,214421,v)
(48808,259569,Y)
(48809,217426,*)
(48810,209138,K)
(48811,234944,a)
(48812,270270,A)
(48813,179080,Z)
(48814,220243,Y)
(48815,289482,{)
(48816,287877,9)
(48817,235441,Y)
(48818,183434,\)
(48819,258579,m)
(48820,202459,r)
(48821,245120,m)
(48822,294983,F)
(48823,237453,V)
(48824,295973,i)
(48825,256979,0)
(48826,287529,S)
(48827,281118,%)
(48828,183571,*)
(48829,278243,I)
(48830,218542,m)
(48831,203403,r)
(48832,286447,|)
(48833,263580,+)
(48834,204863,.)
(48835,247701,f)
(48836,207975,P)
(48837,234029,P)
(48838,188341,k)
(48839,234966,s)
(48840,255058,2)
(48841,205431,()
(48842,264761,s)
(48843,287420,o)
(48844,255031,])
(48845,259699,=)
(48846,284908,L)
(48847,296074,g)
(48848,260024,4)
(48849,289473,v)
(48850,261849,])
(48851,294601,1)
(48852,287859,?)
(48853,277931,Z)
(48854,258397,+)
(48855,271926,{)
(48856,235049,,)
(48857,229789,u)
(48858,214098,F)
(48859,238048,!)
(48860,254702,6)
(48861,290338,5)
(48862,199235,x)
(48863,278320,g)
(48864,275844,K)
(48865,286086,k)
(48866,290467,+)
(48867,252036,_)
(48868,205506,u)
(48869,271481,j)
(48870,280370,I)
(48871,268929,J)
(48872,295301,&)
(48873,295008,L)
(48874,244795,M)
(48875,240002,+)
(48876,292506,o)
(48877,260655,D)
(48878,252959,i)
(48879,272493,@)
(48880,265670,_)
(48881,213632,5)
(48882,239523,3)
(48883,292947,J)
(48884,252228,&)
(48885,246280,a)
(48886,236280,=)
(48887,276049,g)
(48888,260335,>)
(48889,276984,[)
(48890,282122,[)
(48891,254932,b)
(48892,295298,v)
(48893,242245,P)
(48894,250866,Q)
(48895,291059,")
(48896,287402,])
(48897,257702,#)
(48898,267335,1)
(48899,290537,B)
(48900,279230,()
(48901,244193,;)
(48902,232750,8)
(48903,241699,l)
(48904,274417,E)
(48905,224552,z)
(48906,257291,j)
(48907,256180,.)
(48908,291121,1)
(48909,290182,d)
(48910,223682,S)
(48911,262503,')
(48912,270467,u)
(48913,199443,M)
(48914,203571,))
(48915,242297,1)
(48916,232218,+)
(48917,269096,})
(48918,252266,8)
(48919,286768,Y)
(48920,282731,c)
(48921,258918,M)
(48922,268729,d)
(48923,242399,))
(48924,276089,{)
(48925,270044,n)
(48926,276651,^)
(48927,283606,r)
(48928,210523,\)
(48929,193366,*)
(48930,282234,q)
(48931,249035,p)
(48932,194784,7)
(48933,219330,y)
(48934,285499,*)
(48935,267396,`)
(48936,272873,:)
(48937,273836,S)
(48938,224458,9)
(48939,287731,U)
(48940,290640,l)
(48941,278613,6)
(48942,220619,\)
(48943,262103,q)
(48944,196834,')
(48945,239611,*)
(48946,289293,g)
(48947,259198,$)
(48948,259486,y)
(48949,285039,0)
(48950,257094,q)
(48951,269618,})
(48952,216775,O)
(48953,196359,h)
(48954,275913,m)
(48955,271634,g)
(48956,219011,S)
(48957,224058,3)
(48958,221793,D)
(48959,268561,2)
(48960,294007,g)
(48961,292509,j)
(48962,247151,j)
(48963,288504,2)
(48964,269975,D)
(48965,267774,m)
(48966,269157,[)
(48967,246043,^)
(48968,267912,z)
(48969,294399,t)
(48970,226910,d)
(48971,276222,Q)
(48972,228300,<)
(48973,236219,N)
(48974,293251,@)
(48975,290325,L)
(48976,268598,y)
(48977,259703,0)
(48978,277342,f)
(48979,235695,a)
(48980,262705,")
(48981,218677,m)
(48982,259084,J)
(48983,252379,")
(48984,288539,U)
(48985,220592,7)
(48986,202268,w)
(48987,260813,s)
(48988,292352,j)
(48989,233678,?)
(48990,275708,8)
(48991,283758,#)
(48992,244923,O)
(48993,273414,/)
(48994,259828,Z)
(48995,287348,?)
(48996,240171,8)
(48997,279252,1)
(48998,211990,1)
(48999,205794,{)
(49000,294538,?)
(49001,192496,6)
(49002,262660,()
(49003,218973,f)
(49004,207791,C)
(49005,290642,U)
(49006,284688,,)
(49007,238747,k)
(49008,265339,E)
(49009,252845,@)
(49010,288576,`)
(49011,274791,s)
(49012,214990,X)
(49013,247325,!)
(49014,296130,F)
(49015,269224,@)
(49016,238721,A)
(49017,263628,r)
(49018,250542,u)
(49019,244710,V)
(49020,261091,*)
(49021,264891,I)
(49022,257010,")
(49023,256216,})
(49024,224971,v)
(49025,218863,u)
(49026,236373,D)
(49027,236872,^)
(49028,295777,h)
(49029,185996,$)
(49030,256673,t)
(49031,196292,*)
(49032,204283,J)
(49033,241975,x)
(49034,273462,u)
(49035,281393,,)
(49036,256821,r)
(49037,276998,O)
(49038,279369,B)
(49039,281659,b)
(49040,258197,I)
(49041,292535,G)
(49042,267569,Z)
(49043,244801,O)
(49044,282577,L)
(49045,229300,S)
(49046,288185,F)
(49047,230020,:)
(49048,263734,=)
(49049,270688,&)
(49050,271340,f)
(49051,273426,;)
(49052,234576,W)
(49053,268457,4)
(49054,270738,l)
(49055,197965,y)
(49056,207398,&)
(49057,211768,x)
(49058,217514,")
(49059,241631,[)
(49060,276277,j)
(49061,276930,g)
(49062,202717,I)
(49063,295981,\)
(49064,289153,>)
(49065,233475,l)
(49066,184528,F)
(49067,258512,X)
(49068,247246,8)
(49069,292715,()
(49070,281224,D)
(49071,277776,#)
(49072,186273,A)
(49073,207235,M)
(49074,257518,g)
(49075,279785,#)
(49076,260467,*)
(49077,284578,,)
(49078,276058,()
(49079,244446,Y)
(49080,294036,D)
(49081,243947,$)
(49082,269162,Y)
(49083,293792,])
(49084,265052,w)
(49085,267552,w)
(49086,241852,3)
(49087,291100,*)
(49088,282084,Z)
(49089,284511,S)
(49090,287082,])
(49091,269820,B)
(49092,272842,3)
(49093,243201,j)
(49094,214289,{)
(49095,262150,8)
(49096,249836,L)
(49097,274448,,)
(49098,243591,d)
(49099,231881,p)
(49100,256074,;)
(49101,284819,{)
(49102,282665,D)
(49103,295190,p)
(49104,293193,`)
(49105,269243,i)
(49106,254726,q)
(49107,231959,=)
(49108,229278,:)
(49109,258466,4)
(49110,259366,Y)
(49111,251919,Q)
(49112,201049,0)
(49113,242495,d)
(49114,250511,Y)
(49115,279436,q)
(49116,203868,})
(49117,191663,H)
(49118,240347,j)
(49119,290277,O)
(49120,279113,4)
(49121,282729,&)
(49122,281885,N)
(49123,263531,^)
(49124,267763,Y)
(49125,259274,;)
(49126,278829,P)
(49127,287269,q)
(49128,248043,b)
(49129,277846,v)
(49130,271239,O)
(49131,254108,O)
(49132,267324,()
(49133,230770,#)
(49134,224698,j)
(49135,241847,s)
(49136,222266,j)
(49137,269014,,)
(49138,288327,9)
(49139,271757,=)
(49140,257083,N)
(49141,213502,y)
(49142,243601,[)
(49143,244680,z)
(49144,253443,f)
(49145,254080,\)
(49146,277047,m)
(49147,266938,@)
(49148,288861,d)
(49149,215659,U)
(49150,273361,^)
(49151,287091,3)
(49152,281385,u)
(49153,280969,*)
(49154,217454,X)
(49155,215626,*)
(49156,224178,&)
(49157,231752,X)
(49158,285184,W)
(49159,234259,()
(49160,274471,R)
(49161,192255,U)
(49162,258721,y)
(49163,253363,=)
(49164,272310,,)
(49165,227804,y)
(49166,241348,<)
(49167,295714,T)
(49168,287408,K)
(49169,295017,=)
(49170,254197,f)
(49171,256809,9)
(49172,233730,e)
(49173,296198,D)
(49174,265491,%)
(49175,289176,.)
(49176,283423,b)
(49177,275962,_)
(49178,249046,o)
(49179,245472,r)
(49180,190836,B)
(49181,228966,')
(49182,261319,l)
(49183,290462,a)
(49184,290373,R)
(49185,245899,()
(49186,266625,I)
(49187,247041,u)
(49188,234154,h)
(49189,275224,=)
(49190,242696,w)
(49191,259680,x)
(49192,272025,K)
(49193,284830,Y)
(49194,257143,B)
(49195,277182,q)
(49196,276973,T)
(49197,221587,=)
(49198,203979,c)
(49199,261958,y)
(49200,226407,r)
(49201,278601,X)
(49202,260548,K)
(49203,257021,=)
(49204,205254,{)
(49205,279982,[)
(49206,277202,3)
(49207,268514,G)
(49208,296241,h)
(49209,263690,5)
(49210,271121,h)
(49211,277602,|)
(49212,286084,j)
(49213,212066,n)
(49214,282603,J)
(49215,243511,S)
(49216,253995,:)
(49217,243216,&)
(49218,222706,r)
(49219,252167,h)
(49220,199940,R)
(49221,203798,:)
(49222,266944,g)
(49223,224600,i)
(49224,267292,n)
(49225,238271,')
(49226,278158,j)
(49227,251703,8)
(49228,292627,{)
(49229,255083,q)
(49230,225065,5)
(49231,251981,L)
(49232,234902,/)
(49233,289451,P)
(49234,296287,@)
(49235,260344,t)
(49236,255533,i)
(49237,218860,Q)
(49238,245841,$)
(49239,295624,6)
(49240,227036,+)
(49241,251156,")
(49242,283961,u)
(49243,273020,H)
(49244,264008,*)
(49245,247146,?)
(49246,286231,V)
(49247,286112,*)
(49248,279790,k)
(49249,209031,5)
(49250,181417,C)
(49251,282902,;)
(49252,270353,})
(49253,255599,.)
(49254,231504,C)
(49255,253757,V)
(49256,255639,g)
(49257,273214,Y)
(49258,296320,.)
(49259,275701,_)
(49260,264363,s)
(49261,242391,u)
(49262,279766,,)
(49263,295329,W)
(49264,293632,$)
(49265,281614,c)
(49266,271400,o)
(49267,247086,9)
(49268,233843,m)
(49269,241746,|)
(49270,236268,#)
(49271,292997,0)
(49272,237312,>)
(49273,286758,/)
(49274,258336,L)
(49275,213641,V)
(49276,204598,d)
(49277,229558,})
(49278,252120,?)
(49279,280808,p)
(49280,291698,<)
(49281,264062,.)
(49282,275521,q)
(49283,279155,W)
(49284,274097,7)
(49285,276133,z)
(49286,267173,L)
(49287,286404,^)
(49288,220729,H)
(49289,286148,Q)
(49290,252165,{)
(49291,266621,k)
(49292,287309,4)
(49293,241392,+)
(49294,294090,>)
(49295,258785,D)
(49296,275677,q)
(49297,279935,c)
(49298,268109,1)
(49299,287366,K)
(49300,228000,T)
(49301,234524,n)
(49302,289158,L)
(49303,244548,x)
(49304,235501,C)
(49305,266992,d)
(49306,288298,k)
(49307,265618,;)
(49308,240515,S)
(49309,249873,v)
(49310,276453,=)
(49311,252964,w)
(49312,280333,_)
(49313,226654,=)
(49314,246116,j)
(49315,276288,()
(49316,210942,T)
(49317,261984,i)
(49318,228479,{)
(49319,211062,T)
(49320,226134,O)
(49321,231596,d)
(49322,278456,])
(49323,257833,))
(49324,234584,))
(49325,245324,Y)
(49326,216136,Y)
(49327,290960,7)
(49328,291149,8)
(49329,215200,f)
(49330,211791,h)
(49331,197111,=)
(49332,226879,K)
(49333,225460,\)
(49334,224945,-)
(49335,256544,I)
(49336,280392,P)
(49337,248041,N)
(49338,246311,])
(49339,265915,[)
(49340,265611,Z)
(49341,210067,a)
(49342,272308,+)
(49343,289821,{)
(49344,255780,&)
(49345,257023,I)
(49346,235401,9)
(49347,277195,?)
(49348,237027,f)
(49349,295697,;)
(49350,212538,U)
(49351,258998,2)
(49352,249362,U)
(49353,245691,B)
(49354,221117,i)
(49355,270756,h)
(49356,263217,n)
(49357,251913,:)
(49358,273865,>)
(49359,281995,&)
(49360,278271,*)
(49361,242886,1)
(49362,270551,|)
(49363,219581,J)
(49364,225303,])
(49365,188389,B)
(49366,212847,))
(49367,255721,A)
(49368,294550,a)
(49369,225354,v)
(49370,237989,>)
(49371,216018,-)
(49372,258076,Z)
(49373,242896,,)
(49374,249430,/)
(49375,283914,g)
(49376,264202,l)
(49377,282725,T)
(49378,276125,z)
(49379,288052,b)
(49380,184733,3)
(49381,215435,h)
(49382,199674,j)
(49383,268333,E)
(49384,278012,\)
(49385,257650,:)
(49386,243026,Y)
(49387,290443,L)
(49388,218046,*)
(49389,244259,')
(49390,251363,x)
(49391,253148,4)
(49392,282240,X)
(49393,226990,y)
(49394,247896,U)
(49395,247446,w)
(49396,242224,1)
(49397,285441,G)
(49398,214080,+)
(49399,265585,S)
(49400,290560,,)
(49401,258452,))
(49402,272316,R)
(49403,188152,Q)
(49404,285963,q)
(49405,270056,j)
(49406,211550,-)
(49407,264747,[)
(49408,224872,y)
(49409,276702,W)
(49410,290743,&)
(49411,209473,v)
(49412,236313,2)
(49413,261021,+)
(49414,247848,H)
(49415,278424,w)
(49416,273627,h)
(49417,264197,w)
(49418,267284,h)
(49419,270976,h)
(49420,266189,K)
(49421,278765,%)
(49422,281611,H)
(49423,291427,^)
(49424,220425,+)
(49425,198703,A)
(49426,289067,`)
(49427,211218,P)
(49428,229080,Y)
(49429,290555,`)
(49430,259099,s)
(49431,278942,.)
(49432,295199,l)
(49433,286520,Y)
(49434,291116,K)
(49435,288350,2)
(49436,245220,6)
(49437,209286,y)
(49438,181430,m)
(49439,287114,5)
(49440,290405,B)
(49441,262584,X)
(49442,235852,))
(49443,257273,L)
(49444,219373,8)
(49445,259016,q)
(49446,218087,-)
(49447,291802,S)
(49448,239857,W)
(49449,234257,<)
(49450,295874,>)
(49451,289764,f)
(49452,246402,c)
(49453,285817,T)
(49454,245956,+)
(49455,280156,K)
(49456,278188,J)
(49457,209497,R)
(49458,231763,p)
(49459,219596,2)
(49460,261865,{)
(49461,240454,?)
(49462,264473,G)
(49463,239853,L)
(49464,272713,j)
(49465,253457,:)
(49466,274166,,)
(49467,258740,c)
(49468,239092,))
(49469,250037,m)
(49470,224411,q)
(49471,274150,9)
(49472,247532,L)
(49473,248759,:)
(49474,196505,<)
(49475,259337,H)
(49476,258325,h)
(49477,209947,c)
(49478,249410,7)
(49479,212578,[)
(49480,236674,+)
(49481,236862,U)
(49482,216149,i)
(49483,268980,X)
(49484,224645,O)
(49485,269563,S)
(49486,265936,@)
(49487,266868,9)
(49488,284080,B)
(49489,230591,;)
(49490,230644,k)
(49491,261048,G)
(49492,231436,O)
(49493,253498,1)
(49494,221189,4)
(49495,216441,=)
(49496,164707,B)
(49497,175780,()
(49498,232768,?)
(49499,251437,8)
